Sector,Text,Sentiment
الأحوال المدنية,الأحوال المدنية: ما هي متطلبات إصدار الجواز؟,Neutral
مركز أبحاث الجريمة,مركز أبحاث الجريمة: خدمة ممتازة وسرعة في الإجراءات,Positive
الأمن البيئي,الأمن البيئي: تعامل راقٍ من الموظفين,Positive
مكافحة المخدرات,مكافحة المخدرات: راجعت اليوم الفرع الرئيسي,Neutral
مكافحة المخدرات,مكافحة المخدرات: خدمة ممتازة وسرعة في الإجراءات,Positive
مركز المعلومات الوطني,مركز المعلومات الوطني: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: خدمة ممتازة وسرعة في الإجراءات,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: تعامل راقٍ من الموظفين,Positive
الأحوال المدنية,الأحوال المدنية: خدمة سيئة جداً وتعامل سيء,Negative
حرس الحدود,حرس الحدود: تعامل راقٍ من الموظفين,Positive
حرس الحدود,حرس الحدود: كل الشكر للموظف اللي ساعدني اليوم,Positive
الإدارة العامة للمجاهدين,الإدارة العامة للمجاهدين: خدمة ممتازة وسرعة في الإجراءات,Positive
الأمن البيئي,الأمن البيئي: كل الشكر للموظف اللي ساعدني اليوم,Positive
الأمن العام,الأمن العام: ما هي متطلبات إصدار الجواز؟,Neutral
أندية الوزارة,أندية الوزارة: ما هي متطلبات إصدار الجواز؟,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: الموقع لا يعمل منذ الصباح,Negative
الأحوال المدنية,الأحوال المدنية: واجهت مشكلة ولم أجد مساعدة,Negative
مركز أبحاث الجريمة,مركز أبحاث الجريمة: واجهت مشكلة ولم أجد مساعدة,Negative
مركز أبحاث الجريمة,مركز أبحاث الجريمة: تعامل راقٍ من الموظفين,Positive
مركز المعلومات الوطني,مركز المعلومات الوطني: كل الشكر للموظف اللي ساعدني اليوم,Positive
ديوان الوزارة,ديوان الوزارة: كل الشكر للموظف اللي ساعدني اليوم,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: الموقع لا يعمل منذ الصباح,Negative
السجون,السجون: خدمة ممتازة وسرعة في الإجراءات,Positive
أندية الوزارة,أندية الوزارة: انتظار طويل دون فائدة,Negative
قوات الأمن الخاصة,قوات الأمن الخاصة: هل يعمل الفرع في يوم الجمعة؟,Neutral
مكافحة المخدرات,مكافحة المخدرات: لا أحد يرد على الاستفسارات,Negative
الخدمات الطبية,الخدمات الطبية: خدمة سيئة جداً وتعامل سيء,Negative
الجوازات,الجوازات: الخدمة تحسنت كثيراً مؤخراً,Positive
أندية الوزارة,أندية الوزارة: لا أحد يرد على الاستفسارات,Negative
حرس الحدود,حرس الحدود: تعامل راقٍ من الموظفين,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: تعامل راقٍ من الموظفين,Positive
الأحوال المدنية,الأحوال المدنية: راجعت اليوم الفرع الرئيسي,Neutral
ديوان الوزارة,ديوان الوزارة: خدمة ممتازة وسرعة في الإجراءات,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: واجهت مشكلة ولم أجد مساعدة,Negative
قوات أمن المنشآت,قوات أمن المنشآت: كل الشكر للموظف اللي ساعدني اليوم,Positive
ديوان الوزارة,ديوان الوزارة: لا أحد يرد على الاستفسارات,Negative
الإدارة العامة للمجاهدين,الإدارة العامة للمجاهدين: أحتاج إلى توضيح عن الإجراءات,Neutral
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: ذهبت للاستفسار فقط,Neutral
الخدمات الطبية,الخدمات الطبية: خدمة سيئة جداً وتعامل سيء,Negative
الجوازات,الجوازات: الموقع لا يعمل منذ الصباح,Negative
حرس الحدود,حرس الحدود: لا أحد يرد على الاستفسارات,Negative
الإدارة العامة للمجاهدين,الإدارة العامة للمجاهدين: واجهت مشكلة ولم أجد مساعدة,Negative
الأمن العام,الأمن العام: خدمة سيئة جداً وتعامل سيء,Negative
مركز العمليات الموحدة,مركز العمليات الموحدة: انتظار طويل دون فائدة,Negative
الخدمات الطبية,الخدمات الطبية: ما هي متطلبات إصدار الجواز؟,Neutral
مركز أبحاث الجريمة,مركز أبحاث الجريمة: خدمة ممتازة وسرعة في الإجراءات,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: لا أحد يرد على الاستفسارات,Negative
الدفاع المدني,الدفاع المدني: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: خدمة سيئة جداً وتعامل سيء,Negative
قوات الأمن الخاصة,قوات الأمن الخاصة: خدمة سيئة جداً وتعامل سيء,Negative
الأمن العام,الأمن العام: انتظار طويل دون فائدة,Negative
الأمن العام,الأمن العام: ما هي متطلبات إصدار الجواز؟,Neutral
الخدمات الطبية,الخدمات الطبية: ما هي متطلبات إصدار الجواز؟,Neutral
الأمن العام,الأمن العام: تجربة رائعة أشكر جهودكم,Positive
ديوان الوزارة,ديوان الوزارة: ذهبت للاستفسار فقط,Neutral
مركز المعلومات الوطني,مركز المعلومات الوطني: تجربة رائعة أشكر جهودكم,Positive
الجوازات,الجوازات: أحتاج إلى توضيح عن الإجراءات,Neutral
الأمن العام,الأمن العام: كل الشكر للموظف اللي ساعدني اليوم,Positive
الأحوال المدنية,الأحوال المدنية: تجربة رائعة أشكر جهودكم,Positive
حرس الحدود,حرس الحدود: كل الشكر للموظف اللي ساعدني اليوم,Positive
حرس الحدود,حرس الحدود: كل الشكر للموظف اللي ساعدني اليوم,Positive
الجوازات,الجوازات: راجعت اليوم الفرع الرئيسي,Neutral
قوات الأمن الخاصة,قوات الأمن الخاصة: انتظار طويل دون فائدة,Negative
الدفاع المدني,الدفاع المدني: كل الشكر للموظف اللي ساعدني اليوم,Positive
الجوازات,الجوازات: واجهت مشكلة ولم أجد مساعدة,Negative
مكافحة المخدرات,مكافحة المخدرات: انتظار طويل دون فائدة,Negative
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: واجهت مشكلة ولم أجد مساعدة,Negative
قوات أمن المنشآت,قوات أمن المنشآت: ذهبت للاستفسار فقط,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: انتظار طويل دون فائدة,Negative
